refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_developmental_stage	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_processor_id	refinebio_processor_name	refinebio_processor_version	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment	tissue	genotype	age
SRR6113620	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_41-30768115		cortex	trem2ko	4m
SRR6113621	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_41-31009051		cortex	trem2ko	4m
SRR6113622	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_41-31009051		cortex	trem2ko	4m
SRR6113624	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_41-31009051		cortex	trem2ko	4m
SRR6113625	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_41-31009051		cortex	trem2ko	4m
SRR6113626	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_42-30782123		cortex	trem2ko	4m
SRR6113627	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_42-30782123		cortex	trem2ko	4m
SRR6113628	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_42-30782123		cortex	trem2ko	4m
SRR6113629	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_42-30782123		cortex	trem2ko	4m
SRR6113630	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_42-30998145		cortex	trem2ko	4m
SRR6113631	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_42-30998145		cortex	trem2ko	4m
SRR6113632	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_42-30998145		cortex	trem2ko	4m
SRR6113633	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_42-30998145		cortex	trem2ko	4m
SRR6113634	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_43-30778132		cortex	trem2ko	4m
SRR6113635	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_43-30778132		cortex	trem2ko	4m
SRR6113636	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_43-30778132		cortex	trem2ko	4m
SRR6113637	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_43-30778132		cortex	trem2ko	4m
SRR6113638	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_43-30999154		cortex	trem2ko	4m
SRR6113639	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_43-30999154		cortex	trem2ko	4m
SRR6113640	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_43-30999154		cortex	trem2ko	4m
SRR6113641	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_43-30999154		cortex	trem2ko	4m
SRR6113642	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_44-30782124		cortex	trem2ko	4m
SRR6113643	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_44-30782124		cortex	trem2ko	4m
SRR6113644	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_44-30782124		cortex	trem2ko	4m
SRR6113645	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_44-30782124		cortex	trem2ko	4m
SRR6113646	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_44-31008060		cortex	trem2ko	4m
SRR6113647	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_44-31008060		cortex	trem2ko	4m
SRR6113648	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_44-31008060		cortex	trem2ko	4m
SRR6113649	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_44-31008060		cortex	trem2ko	4m
SRR6113650	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_45-30767165		cortex	trem2ko	4m
SRR6113651	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_45-30767165		cortex	trem2ko	4m
SRR6113652	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_45-30767165		cortex	trem2ko	4m
SRR6113653	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_45-30767165		cortex	trem2ko	4m
SRR6113654	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_45-30998146		cortex	trem2ko	4m
SRR6113655	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_45-30998146		cortex	trem2ko	4m
SRR6113656	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_45-30998146		cortex	trem2ko	4m
SRR6113657	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_45-30998146		cortex	trem2ko	4m
SRR6113658	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_46-30782125		cortex	trem2ko	4m
SRR6113659	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_46-30782125		cortex	trem2ko	4m
SRR6113660	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_46-30782125		cortex	trem2ko	4m
SRR6113661	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_46-30782125		cortex	trem2ko	4m
SRR6113662	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_46-31015048		cortex	trem2ko	4m
SRR6113663	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_46-31015048		cortex	trem2ko	4m
SRR6113664	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_46-31015048		cortex	trem2ko	4m
SRR6113665	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_46-31015048		cortex	trem2ko	4m
SRR6113666	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_47-30767166		cortex	trem2ko	4m
SRR6113667	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_47-30767166		cortex	trem2ko	4m
SRR6113668	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_47-30767166		cortex	trem2ko	4m
SRR6113669	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_47-30767166		cortex	trem2ko	4m
SRR6113670	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_47-31015049		cortex	trem2ko	4m
SRR6113671	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_47-31015049		cortex	trem2ko	4m
SRR6113672	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_47-31015049		cortex	trem2ko	4m
SRR6113673	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_47-31015049		cortex	trem2ko	4m
SRR6113674	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_48-30780091		cortex	trem2ko	4m
SRR6113675	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_48-30780091		cortex	trem2ko	4m
SRR6113677	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_48-30780091		cortex	trem2ko	4m
SRR6113678	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_48-31014061		cortex	trem2ko	4m
SRR6113679	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_48-31014061		cortex	trem2ko	4m
SRR6113680	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_48-31014061		cortex	trem2ko	4m
SRR6113681	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_48-31014061		cortex	trem2ko	4m
SRR6113682	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_5-30754836		hippocampus	wt	4m
SRR6113683	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_5-30754836		hippocampus	wt	4m
SRR6113684	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_5-30754836		hippocampus	wt	4m
SRR6113685	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_5-30754836		hippocampus	wt	4m
SRR6113687	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_5-30981049		hippocampus	wt	4m
SRR6113688	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_5-30981049		hippocampus	wt	4m
SRR6113689	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_5-30981049		hippocampus	wt	4m
SRR6113690	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_6-30770754		hippocampus	wt	4m
SRR6113691	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_6-30770754		hippocampus	wt	4m
SRR6113692	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_6-30770754		hippocampus	wt	4m
SRR6113693	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_6-30770754		hippocampus	wt	4m
SRR6113694	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_6-30974038		hippocampus	wt	4m
SRR6113695	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_6-30974038		hippocampus	wt	4m
SRR6113696	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_6-30974038		hippocampus	wt	4m
SRR6113697	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_6-30974038		hippocampus	wt	4m
SRR6113699	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_65-30864911		hippocampus	wt	8m
SRR6113701	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_65-30864911		hippocampus	wt	8m
SRR6113703	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_65-31444431		hippocampus	wt	8m
SRR6113704	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_65-31444431		hippocampus	wt	8m
SRR6113705	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_65-31444431		hippocampus	wt	8m
SRR6113708	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_66-30865921		hippocampus	wt	8m
SRR6113709	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_66-30865921		hippocampus	wt	8m
SRR6113710	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_66-31438471		hippocampus	wt	8m
SRR6113711	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_66-31438471		hippocampus	wt	8m
SRR6113712	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_66-31438471		hippocampus	wt	8m
SRR6113714	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_67-30866930		hippocampus	wt	8m
SRR6113715	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_67-30866930		hippocampus	wt	8m
SRR6113716	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_67-30866930		hippocampus	wt	8m
SRR6113717	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_67-30866930		hippocampus	wt	8m
SRR6113718	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_67-31401458		hippocampus	wt	8m
SRR6113719	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_67-31401458		hippocampus	wt	8m
SRR6113720	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_67-31401458		hippocampus	wt	8m
SRR6113721	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_67-31401458		hippocampus	wt	8m
SRR6113722	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_68-30865920		hippocampus	wt	8m
SRR6113723	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_68-30865920		hippocampus	wt	8m
SRR6113724	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_68-30865920		hippocampus	wt	8m
SRR6113725	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_68-30865920		hippocampus	wt	8m
SRR6113726	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_68-31434445		hippocampus	wt	8m
SRR6113727	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_68-31434445		hippocampus	wt	8m
SRR6113728	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_68-31434445		hippocampus	wt	8m
SRR6113729	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_68-31434445		hippocampus	wt	8m
SRR6113730	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_69-30874903		hippocampus	wt	8m
SRR6113731	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_69-30874903		hippocampus	wt	8m
SRR6113732	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_69-30874903		hippocampus	wt	8m
SRR6113733	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_69-30874903		hippocampus	wt	8m
SRR6113734	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_69-31416486		hippocampus	wt	8m
SRR6113735	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_69-31416486		hippocampus	wt	8m
SRR6113736	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_69-31416486		hippocampus	wt	8m
SRR6113737	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_69-31416486		hippocampus	wt	8m
SRR6113738	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_7-30766752		hippocampus	wt	4m
SRR6113739	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_7-30766752		hippocampus	wt	4m
SRR6113740	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_7-30766752		hippocampus	wt	4m
SRR6113741	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_7-30766752		hippocampus	wt	4m
SRR6113742	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_7-30985046		hippocampus	wt	4m
SRR6113743	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_7-30985046		hippocampus	wt	4m
SRR6113744	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_7-30985046		hippocampus	wt	4m
SRR6113745	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_7-30985046		hippocampus	wt	4m
SRR6113746	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_70-30876913		hippocampus	wt	8m
SRR6113748	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_70-30876913		hippocampus	wt	8m
SRR6113749	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_70-30876913		hippocampus	wt	8m
SRR6113750	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_70-31416484		hippocampus	wt	8m
SRR6113751	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_70-31416484		hippocampus	wt	8m
SRR6113752	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_70-31416484		hippocampus	wt	8m
SRR6113753	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_70-31416484		hippocampus	wt	8m
SRR6113754	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_71-30867921		hippocampus	wt	8m
SRR6113755	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_71-30867921		hippocampus	wt	8m
